worker_id,wav_name,onomatopoeia_ja,onomatopoeia_en,confidence_score
fVHny,4-212604-A-15.wav,ピチャッピッピッ,p i ch a q p i q p i q,3
fVHny,4-212604-A-15.wav,ピタッピーピー,p i t a q p i: p i:,3
fVHny,4-212604-A-15.wav,ピタッチッチッ,p i t a q ch i q ch i q,2
joDOq,4-212604-A-15.wav,チョンピチピチピチ,ch o N p i ch i p i ch i p i ch i,3
joDOq,4-212604-A-15.wav,ピョンッチッチッ,py o N q ch i q ch i q,3
joDOq,4-212604-A-15.wav,ピチョンクチッチッ,p i ch o N k u ch i q ch i q,3
OujCe,3-51731-B-42.wav,ピーポーピーポーピーポー,p i: p o: p i: p o: p i: p o:,4
OujCe,3-51731-B-42.wav,パーポーパーポーパーポー,p a: p o: p a: p o: p a: p o:,3
OujCe,3-51731-B-42.wav,プーポープーポープーポー,p u: p o: p u: p o: p u: p o:,2
tYCcL,3-51731-B-42.wav,ペーポーペーポー,p e: p o: p e: p o:,4
tYCcL,3-51731-B-42.wav,ペーパーペーパーペーパー,p e: p a: p e: p a: p e: p a:,3
tYCcL,3-51731-B-42.wav,ピュイーポーピュイーポー,py u i: p o: py u i: p o:,3
ycEom,3-51731-B-42.wav,ピーポーピーポーピーポー,p i: p o: p i: p o: p i: p o:,5
ycEom,3-51731-B-42.wav,ポピーポーピーポーピーポー,p o p i: p o: p i: p o: p i: p o:,5
ycEom,3-51731-B-42.wav,プピーポーピーポーピーポー,p u p i: p o: p i: p o: p i: p o:,4
Mfdjk,3-51731-B-42.wav,プパーポープパーポー,p u p a: p o: p u p a: p o:,5
Mfdjk,3-51731-B-42.wav,プーポープーポー,p u: p o: p u: p o:,3
Mfdjk,3-51731-B-42.wav,パーポーパーポー,p a: p o: p a: p o:,4
mhDfQ,3-51731-B-42.wav,ピーポーピーポーピーポー,p i: p o: p i: p o: p i: p o:,3
mhDfQ,3-51731-B-42.wav,リーポーリーポーリーポー,r i: p o: r i: p o: r i: p o:,2
mhDfQ,3-51731-B-42.wav,ウーファーウーファーウーファー,u: f a: u: f a: u: f a:,2
qbfoR,2-69131-B-5.wav,ミヨーンメーヨンメエ,m i y o: N m e: y o N m e e,4
qbfoR,2-69131-B-5.wav,ミヤァーンミィーヤンメッ,m i y a:: N m i:: y a N m e q,4
qbfoR,2-69131-B-5.wav,ヤオーンネーヨンモア,y a o: N n e: y o N m o a,3
lqdiV,2-69131-B-5.wav,ミャオーン,my a o: N,5
lqdiV,2-69131-B-5.wav,ニャオーン,ny a o: N,3
lqdiV,2-69131-B-5.wav,ワオーン,w a o: N,1
TeJIs,2-69131-B-5.wav,ギャーオ,gy a: o,5
TeJIs,2-69131-B-5.wav,アーオ,a: o,2
TeJIs,2-69131-B-5.wav,ウワーオ,u w a: o,3
iqdPE,2-69131-B-5.wav,ミャーウミャーウミャ,my a: u my a: u my a,2
iqdPE,2-69131-B-5.wav,ミャーアーウミャーンゥナ,my a: a: u my a: N u n a,2
iqdPE,2-69131-B-5.wav,ゥニャーウニャーウンワ,u ny a: u ny a: u N w a,3
TSyFz,2-69131-B-5.wav,ニャーアーォニャーォアァー,ny a: a: o ny a: o a a:,4
TSyFz,2-69131-B-5.wav,ギャオォォーギャァーォギャギャ,gy a o: o: gy a a: o gy a gy a,2
TSyFz,2-69131-B-5.wav,ニヤォーォニャォーニャ,n i y a o: o ny a o: ny a,3
QPtDu,5-231762-A-0.wav,ワンワンワンワンッワン,w a N w a N w a N w a N q w a N,5
QPtDu,5-231762-A-0.wav,オンオンオンオンオンッオン,o N o N o N o N o N q o N,3
QPtDu,5-231762-A-0.wav,アンアンアンアンッアン,a N a N a N a N q a N,2
sESiW,5-231762-A-0.wav,ワンワン,w a N w a N,4
sESiW,5-231762-A-0.wav,オンオン,o N o N,4
sESiW,5-231762-A-0.wav,ワォンワォン,w a o N w a o N,2
jwtPS,5-231762-A-0.wav,オンオンオンーオン,o N o N o N: o N,4
jwtPS,5-231762-A-0.wav,ワンワンワンーワン,w a N w a N w a N: w a N,2
jwtPS,5-231762-A-0.wav,ホンホンホンーホン,h o N h o N h o N: h o N,1
nBCoA,5-231762-A-0.wav,ワンワンワーンワン,w a N w a N w a: N w a N,3
nBCoA,5-231762-A-0.wav,ウォンウォンウォーンウォン,w o N w o N w o: N w o N,5
nBCoA,5-231762-A-0.wav,オンオンオーンオン,o N o N o: N o N,3
XFmoi,5-231762-A-0.wav,ワワワンワン,w a w a w a N w a N,4
XFmoi,5-231762-A-0.wav,カカカンカン,k a k a k a N k a N,2
XFmoi,5-231762-A-0.wav,ナナナンナン,n a n a n a N n a N,2
NsWVY,5-160614-H-48.wav,ガガガヒューヒュー,g a g a g a hy u: hy u:,4
NsWVY,5-160614-H-48.wav,バババヒューヒュー,b a b a b a hy u: hy u:,5
NsWVY,5-160614-H-48.wav,ダダダダピューピュー,d a d a d a d a py u: py u:,4
wPGzR,5-160614-H-48.wav,ガジャーピッピッピ,g a j a: p i q p i q p i,4
wPGzR,5-160614-H-48.wav,ガジョンピッピッピー,g a j o N p i q p i q p i:,3
wPGzR,5-160614-H-48.wav,ガゴジョーンピッピッピッピ,g a g o j o: N p i q p i q p i q p i,3
xJgTH,5-160614-H-48.wav,バタタタピーヒュー,b a t a t a t a p i: hy u:,4
xJgTH,5-160614-H-48.wav,ジャバタタタピューヒュー,j a b a t a t a t a py u: hy u:,4
xJgTH,5-160614-H-48.wav,バララララピーピョー,b a r a r a r a r a p i: py o:,4
DiZDQ,5-160614-H-48.wav,ジジジジジヒューンヒューンパパパン,j i j i j i j i j i hy u: N hy u: N p a p a p a N,3
DiZDQ,5-160614-H-48.wav,ビビビビビヒュヒュヒューンパパン,b i b i b i b i b i hy u hy u hy u: N p a p a N,2
DiZDQ,5-160614-H-48.wav,ビリビリビリビリヒューンヒューンパッパッパン,b i r i b i r i b i r i b i r i hy u: N hy u: N p a q p a q p a N,3
AyXLS,5-160614-H-48.wav,ジリジリピュー,j i r i j i r i py u:,4
AyXLS,5-160614-H-48.wav,ビリビリヒューン,b i r i b i r i hy u: N,4
AyXLS,5-160614-H-48.wav,ジジジジヒュルルー,j i j i j i j i hy u r u r u:,4
etDCc,2-131943-A-38.wav,トトンコントンコントンコンココントンコンコン,t o t o N k o N t o N k o N t o N k o N k o k o N t o N k o N k o N,5
etDCc,2-131943-A-38.wav,ポンティントンティントンテントンティティントントン,p o N t i N t o N t i N t o N t e N t o N t i t i N t o N t o N,4
etDCc,2-131943-A-38.wav,カカンカンカンアカンカンカカカンカンカンカン,k a k a N k a N k a N a k a N k a N k a k a k a N k a N k a N k a N,3
hYKYc,2-131943-A-38.wav,コロン,k o r o N,4
hYKYc,2-131943-A-38.wav,ロン,r o N,3
hYKYc,2-131943-A-38.wav,カコン,k a k o N,2
yKmqc,2-131943-A-38.wav,トントッカトッカトッカトッカ,t o N t o q k a t o q k a t o q k a t o q k a,4
yKmqc,2-131943-A-38.wav,トゥパッカパッカパッカパッカ,t u p a q k a p a q k a p a q k a p a q k a,2
yKmqc,2-131943-A-38.wav,タァタッパタッパタッパタッパ,t a: t a q p a t a q p a t a q p a t a q p a,3
qZlhQ,2-131943-A-38.wav,カンカン,k a N k a N,5
qZlhQ,2-131943-A-38.wav,ランラン,r a N r a N,3
qZlhQ,2-131943-A-38.wav,パンパン,p a N p a N,3
CWeKi,2-131943-A-38.wav,コチコチコチコチコチ,k o ch i k o ch i k o ch i k o ch i k o ch i,3
CWeKi,2-131943-A-38.wav,コキコキコキコキコキ,k o k i k o k i k o k i k o k i k o k i,4
CWeKi,2-131943-A-38.wav,テクチクチクチクチク,t e k u ch i k u ch i k u ch i k u ch i k u,3
kVCJT,5-189795-A-4.wav,ゲゴゲゴゴゲゴ,g e g o g e g o g o g e g o,4
kVCJT,5-189795-A-4.wav,グェゴグェゴゴグェゴ,g u e g o g u e g o g o g u e g o,4
kVCJT,5-189795-A-4.wav,ギィゴギィゴゴギィゴ,g i: g o g i: g o g o g i: g o,3
etDCc,5-189795-A-4.wav,ギーグイガアグイガアグイガゴウ,g i: g u i g a a g u i g a a g u i g a g o u,4
etDCc,5-189795-A-4.wav,ガーゴウガーゴウガガゴウガガッガゴウ,g a: g o u g a: g o u g a g a g o u g a g a q g a g o u,4
etDCc,5-189795-A-4.wav,アーオウアーオウアアーオウアアアーオ,a: o u a: o u a a: o u a a a: o,3
FHQtc,5-189795-A-4.wav,ゲゲゲゲ,g e g e g e g e,1
FHQtc,5-189795-A-4.wav,エオアオ,e o a o,4
FHQtc,5-189795-A-4.wav,ギャオガオ,gy a o g a o,3
APjeE,5-189795-A-4.wav,ゲーコゲーコゲーコゲーコ,g e: k o g e: k o g e: k o g e: k o,3
APjeE,5-189795-A-4.wav,ギェーワギェーワギェーワギェーワ,g i e: w a g i e: w a g i e: w a g i e: w a,1
APjeE,5-189795-A-4.wav,ビェーアビェーアビェーアビェーア,b i e: a b i e: a b i e: a b i e: a,1
XHaMu,5-189795-A-4.wav,ガーガーガー,g a: g a: g a:,3
XHaMu,5-189795-A-4.wav,グワーグワーグワー,g u w a: g u w a: g u w a:,4
XHaMu,5-189795-A-4.wav,グヮグヮッグヮ,g u w a g u w a q g u w a,4
vXjYM,1-19872-B-36.wav,ブオォー,b u o::,4
vXjYM,1-19872-B-36.wav,ゴオォー,g o o::,4
vXjYM,1-19872-B-36.wav,バアァー,b a a a:,2
WXgXB,1-19872-B-36.wav,ドーン,d o: N,4
WXgXB,1-19872-B-36.wav,ゴーン,g o: N,4
WXgXB,1-19872-B-36.wav,ブォーン,b u o: N,4
ctxYc,1-19872-B-36.wav,ブオオー,b u o o:,4
ctxYc,1-19872-B-36.wav,ガアー,g a a:,3
ctxYc,1-19872-B-36.wav,ワーン,w a: N,2
Cvldq,1-19872-B-36.wav,ガーガー,g a: g a:,4
Cvldq,1-19872-B-36.wav,ゴーゴー,g o: g o:,4
Cvldq,1-19872-B-36.wav,ジージー,j i: j i:,2
QrSRP,1-19872-B-36.wav,ガーッ,g a: q,4
QrSRP,1-19872-B-36.wav,グワーッ,g u w a: q,4
QrSRP,1-19872-B-36.wav,ゴーッ,g o: q,4
oGMbJ,5-244933-A-34.wav,キシッパンットットトンコロロン,k i sh i q p a N q t o q t o t o N k o r o r o N,3
oGMbJ,5-244933-A-34.wav,ピシッカンッコロッポンコンコリッ,p i sh i q k a N q k o r o q p o N k o N k o r i q,3
oGMbJ,5-244933-A-34.wav,チッタンッカラッコポンコロッ,ch i q t a N q k a r a q k o p o N k o r o q,3
SqXxk,5-244933-A-34.wav,クッコンクックコン,k u q k o N k u q k u k o N,4
SqXxk,5-244933-A-34.wav,ジッコンククッコン,j i q k o N k u k u q k o N,3
SqXxk,5-244933-A-34.wav,ジィックロンクッツコン,j i: q k u r o N k u q ts u k o N,4
renKT,5-244933-A-34.wav,タッキュウ,t a q ky u u,3
renKT,5-244933-A-34.wav,クッキー,k u q k i:,2
renKT,5-244933-A-34.wav,キヲオル,k i o o r u,3
ygwwM,5-244933-A-34.wav,チイトントン,ch i i t o N t o N,2
ygwwM,5-244933-A-34.wav,チィートントットト,ch i:: t o N t o q t o t o,2
ygwwM,5-244933-A-34.wav,チィトトットト,ch i: t o t o q t o t o,2
FsXZo,5-244933-A-34.wav,ティントォンカシャン,t i N t o: N k a sh a N,3
FsXZo,5-244933-A-34.wav,ティンバァッツンカラン,t i N b a: q ts u N k a r a N,2
FsXZo,5-244933-A-34.wav,ピィンパチンカクシャン,p i: N p a ch i N k a k u sh a N,2
BwBAD,5-103422-A-2.wav,ブゴ,b u g o,4
BwBAD,5-103422-A-2.wav,グゴ,g u g o,4
BwBAD,5-103422-A-2.wav,ングォ,N g u o,4
JiNfe,5-103422-A-2.wav,ブルルル,b u r u r u r u,5
JiNfe,5-103422-A-2.wav,ブフフ,b u f u f u,4
JiNfe,5-103422-A-2.wav,ブファ,b u f a,4
eKORd,5-103422-A-2.wav,ブォーン,b u o: N,5
eKORd,5-103422-A-2.wav,ウゲェー,u g e::,4
eKORd,5-103422-A-2.wav,グコーン,g u k o: N,4
KPONu,5-103422-A-2.wav,ブゴ,b u g o,4
KPONu,5-103422-A-2.wav,ブンゴ,b u N g o,3
KPONu,5-103422-A-2.wav,ブブゴ,b u b u g o,3
rXXHF,5-103422-A-2.wav,ゲルル,g e r u r u,4
rXXHF,5-103422-A-2.wav,ブルル,b u r u r u,3
rXXHF,5-103422-A-2.wav,ゲーボ,g e: b o,4
ZZlAb,1-51805-E-33.wav,ビューンビューンキィーンガタン,by u: N by u: N k i:: N g a t a N,5
ZZlAb,1-51805-E-33.wav,ウィーンウィーンキーンバツン,w i: N w i: N k i: N b a ts u N,4
ZZlAb,1-51805-E-33.wav,キョエーンキョエーンピーンダダン,ky o e: N ky o e: N p i: N d a d a N,4
ntnXi,1-51805-E-33.wav,グウグウーフィフッヒューウッ,g u u g u u: f i f u q hy u: u q,4
ntnXi,1-51805-E-33.wav,グゥグゥウーフィフューウッ,g u: g u: u: f i hy u: u q,3
ntnXi,1-51805-E-33.wav,ウウウウーヒヒュウーッパッ,u u u u: h i hy u u: q p a q,2
iyITo,1-51805-E-33.wav,ギィィィイイイ,g i: i i i i i,5
iyITo,1-51805-E-33.wav,キィイイイイ,k i: i i i i,5
iyITo,1-51805-E-33.wav,ゴトッ,g o t o q,3
irNOL,1-51805-E-33.wav,ブーブー,b u: b u:,3
irNOL,1-51805-E-33.wav,ブーンブーン,b u: N b u: N,3
irNOL,1-51805-E-33.wav,ブブーンブブーン,b u b u: N b u b u: N,3
QyRVl,1-51805-E-33.wav,ギーン,g i: N,4
QyRVl,1-51805-E-33.wav,ピーンポン,p i: N p o N,4
QyRVl,1-51805-E-33.wav,ギーンゴン,g i: N g o N,3
etDCc,3-216284-A-39.wav,チャキン,ch a k i N,5
etDCc,3-216284-A-39.wav,パキン,p a k i N,4
etDCc,3-216284-A-39.wav,パリン,p a r i N,3
hDejW,3-216284-A-39.wav,パリーン,p a r i: N,3
hDejW,3-216284-A-39.wav,ピキーン,p i k i: N,3
hDejW,3-216284-A-39.wav,カリーンカリーン,k a r i: N k a r i: N,3
umSpK,3-216284-A-39.wav,パリッ,p a r i q,2
umSpK,3-216284-A-39.wav,チャリッ,ch a r i q,3
umSpK,3-216284-A-39.wav,パリンッ,p a r i N q,3
sONxK,3-216284-A-39.wav,チンッ,ch i N q,4
sONxK,3-216284-A-39.wav,チチン,ch i ch i N,4
sONxK,3-216284-A-39.wav,キンッ,k i N q,4
AdzGx,3-216284-A-39.wav,テッッ,t e q q,4
AdzGx,3-216284-A-39.wav,チッ,ch i q,2
AdzGx,3-216284-A-39.wav,トッッ,t o q q,2
RuXXd,2-65750-A-1.wav,コッケココー,k o q k e k o k o:,5
RuXXd,2-65750-A-1.wav,ポッポポポー,p o q p o p o p o:,3
RuXXd,2-65750-A-1.wav,コッコココー,k o q k o k o k o:,2
Cvldq,2-65750-A-1.wav,コッケコッコー,k o q k e k o q k o:,4
Cvldq,2-65750-A-1.wav,コッケコー,k o q k e k o:,3
Cvldq,2-65750-A-1.wav,クッククー,k u q k u k u:,2
sChDS,2-65750-A-1.wav,オッオッオッオッオッー,o q o q o q o q o q:,4
sChDS,2-65750-A-1.wav,コォッコッコッコッー,k o: q k o q k o q k o q:,4
sChDS,2-65750-A-1.wav,トォットォットォットォッー,t o: q t o: q t o: q t o: q:,3
OBrca,2-65750-A-1.wav,ポッペポー,p o q p e p o:,4
OBrca,2-65750-A-1.wav,オッエオー,o q e o:,4
OBrca,2-65750-A-1.wav,コッケコー,k o q k e k o:,3
eTOdo,2-65750-A-1.wav,コケココー,k o k e k o k o:,5
eTOdo,2-65750-A-1.wav,オッエオオー,o q e o o:,5
eTOdo,2-65750-A-1.wav,オッヴェオオー,o q b u e o o:,5
wSDrt,1-100210-B-36.wav,ジーイーン,j i: i: N,3
wSDrt,1-100210-B-36.wav,ジィーンン,j i:: N N,3
wSDrt,1-100210-B-36.wav,ジイーインウ,j i i: i N u,3
Ashzb,1-100210-B-36.wav,キィーィュン,k i:: i y u N,3
Ashzb,1-100210-B-36.wav,ウィーィュン,w i: i y u N,3
Ashzb,1-100210-B-36.wav,キィーィゥン,k i:: i u N,3
ZqvrM,1-100210-B-36.wav,ギーギューン,g i: gy u: N,3
ZqvrM,1-100210-B-36.wav,ギュイーシューン,gy u i: sh u: N,2
ZqvrM,1-100210-B-36.wav,ガーヒューン,g a: hy u: N,2
ODTjB,1-100210-B-36.wav,キーン,k i: N,2
ODTjB,1-100210-B-36.wav,ウィーン,w i: N,3
ODTjB,1-100210-B-36.wav,フィーン,f i: N,4
ejVOb,1-100210-B-36.wav,ピューン,py u: N,2
ejVOb,1-100210-B-36.wav,フォーン,f o: N,3
ejVOb,1-100210-B-36.wav,ビューン,by u: N,2
etDCc,3-95694-A-5.wav,ニャーオオニャーオオ,ny a: o o ny a: o o,4
etDCc,3-95694-A-5.wav,オワーワンワンワオーンワンワン,o w a: w a N w a N w a o: N w a N w a N,4
etDCc,3-95694-A-5.wav,ワオーンオンオンワオーンオンオン,w a o: N o N o N w a o: N o N o N,3
DAOKm,3-95694-A-5.wav,ニャーンニャァーン,ny a: N ny a a: N,5
DAOKm,3-95694-A-5.wav,ニャァーッニャァーン,ny a a: q ny a a: N,5
DAOKm,3-95694-A-5.wav,ミャァッミャアーン,my a a q my a a: N,4
oXsfo,3-95694-A-5.wav,ニャーンニャーン,ny a: N ny a: N,3
oXsfo,3-95694-A-5.wav,ミャーンミャーン,my a: N my a: N,3
oXsfo,3-95694-A-5.wav,ワーンウォーン,w a: N w o: N,3
pyKwK,3-95694-A-5.wav,ワー,w a:,4
pyKwK,3-95694-A-5.wav,ワオー,w a o:,4
pyKwK,3-95694-A-5.wav,ワンワン,w a N w a N,5
pjPSa,3-95694-A-5.wav,ニャーッニャーッ,ny a: q ny a: q,5
pjPSa,3-95694-A-5.wav,フニャーッフニャーッ,f u ny a: q f u ny a: q,4
pjPSa,3-95694-A-5.wav,ミャーッミャーッ,my a: q my a: q,4
YLMPu,5-217158-A-0.wav,ワンワンワンワンワンワン,w a N w a N w a N w a N w a N w a N,5
YLMPu,5-217158-A-0.wav,アンアンアンアンアンアン,a N a N a N a N a N a N,4
YLMPu,5-217158-A-0.wav,エンエンエンエンエンエン,e N e N e N e N e N e N,4
HIGYG,5-217158-A-0.wav,ワーワー,w a: w a:,3
HIGYG,5-217158-A-0.wav,ウォアウォア,w o a w o a,4
HIGYG,5-217158-A-0.wav,ワンワン,w a N w a N,3
NsWVY,5-217158-A-0.wav,ワンッワンワンッワンワン,w a N q w a N w a N q w a N w a N,5
NsWVY,5-217158-A-0.wav,バウッバウバウッバウバウ,b a u q b a u b a u q b a u b a u,4
NsWVY,5-217158-A-0.wav,ワンッワッワッワッワッ,w a N q w a q w a q w a q w a q,5
ICiBl,5-217158-A-0.wav,ワンワンワン,w a N w a N w a N,3
ICiBl,5-217158-A-0.wav,ウォンウォンウォン,w o N w o N w o N,3
ICiBl,5-217158-A-0.wav,ワンッワンッ,w a N q w a N q,3
hdpAO,5-217158-A-0.wav,ワンワンワン,w a N w a N w a N,5
hdpAO,5-217158-A-0.wav,ザー,z a:,3
hdpAO,5-217158-A-0.wav,ザワザワ,z a w a z a w a,1
ukZND,1-4211-A-12.wav,パチンパチン,p a ch i N p a ch i N,5
ukZND,1-4211-A-12.wav,カチンカチン,k a ch i N k a ch i N,4
ukZND,1-4211-A-12.wav,パッチンパッチン,p a q ch i N p a q ch i N,4
HsDGM,1-4211-A-12.wav,パチパチパチパチ,p a ch i p a ch i p a ch i p a ch i,4
HsDGM,1-4211-A-12.wav,パチャパチャピューン,p a ch a p a ch a py u: N,3
HsDGM,1-4211-A-12.wav,ピチピチッ,p i ch i p i ch i q,2
qQfkp,1-4211-A-12.wav,パシンパシン,p a sh i N p a sh i N,4
qQfkp,1-4211-A-12.wav,パチンパチン,p a ch i N p a ch i N,4
qQfkp,1-4211-A-12.wav,タンタンタン,t a N t a N t a N,2
tkTTS,1-4211-A-12.wav,パチチチチチチチーパチ,p a ch i ch i ch i ch i ch i ch i ch i: p a ch i,3
tkTTS,1-4211-A-12.wav,ポチチチチチチチーポチ,p o ch i ch i ch i ch i ch i ch i ch i: p o ch i,3
tkTTS,1-4211-A-12.wav,パチチチチチチチーチッ,p a ch i ch i ch i ch i ch i ch i ch i: ch i q,3
GKpTj,1-4211-A-12.wav,パチパチ,p a ch i p a ch i,4
GKpTj,1-4211-A-12.wav,パキパキ,p a k i p a k i,3
GKpTj,1-4211-A-12.wav,バチバチ,b a ch i b a ch i,3
oXHyC,2-50667-B-41.wav,ブォォォォン,b u o o o o N,5
oXHyC,2-50667-B-41.wav,ギュイイイイイン,gy u i i i i i N,1
oXHyC,2-50667-B-41.wav,ブオオオオドドドドド,b u o o o o d o d o d o d o d o,3
oySjT,2-50667-B-41.wav,ブオーン,b u o: N,4
oySjT,2-50667-B-41.wav,グォーグォーン,g u o: g u o: N,4
oySjT,2-50667-B-41.wav,グオオン,g u o o N,3
gWnOn,2-50667-B-41.wav,ブーンブン,b u: N b u N,4
gWnOn,2-50667-B-41.wav,ドゥーンドゥン,d u: N d u N,3
gWnOn,2-50667-B-41.wav,ブーンドゥン,b u: N d u N,3
rblrS,2-50667-B-41.wav,バァァァーンウォーンバババババ,b a: a a: N w o: N b a b a b a b a b a,2
rblrS,2-50667-B-41.wav,ブァァァーンウォーンバババババ,b u a a a: N w o: N b a b a b a b a b a,2
rblrS,2-50667-B-41.wav,バァァァーンウゥォーンバババババ,b a: a a: N u: o: N b a b a b a b a b a,2
eTOdo,2-50667-B-41.wav,ヴゥーン,b u u: N,5
eTOdo,2-50667-B-41.wav,ヴォーン,b u o: N,5
eTOdo,2-50667-B-41.wav,ブゥゥーン,b u: u: N,5
lUHPr,1-42139-A-38.wav,カコカコカコカコ,k a k o k a k o k a k o k a k o,4
lUHPr,1-42139-A-38.wav,タントンタントンタントンタントン,t a N t o N t a N t o N t a N t o N t a N t o N,3
lUHPr,1-42139-A-38.wav,カッコッカッコッカッコッカッコ,k a q k o q k a q k o q k a q k o q k a q k o,3
hgVJj,1-42139-A-38.wav,ダンドンダンドン,d a N d o N d a N d o N,4
hgVJj,1-42139-A-38.wav,ドンドン,d o N d o N,4
hgVJj,1-42139-A-38.wav,ブルルドンブルルドン,b u r u r u d o N b u r u r u d o N,5
AIVVI,1-42139-A-38.wav,ゴッゴッゴッゴッゴッゴッゴッ,g o q g o q g o q g o q g o q g o q g o q,4
AIVVI,1-42139-A-38.wav,コッコッコッコッコッコッ,k o q k o q k o q k o q k o q k o q,4
AIVVI,1-42139-A-38.wav,トットットットットットットッ,t o q t o q t o q t o q t o q t o q t o q,3
rLdwG,1-42139-A-38.wav,ゴンゴンゴンゴンゴンゴンゴンゴンゴンゴンゴンゴンゴ,g o N g o N g o N g o N g o N g o N g o N g o N g o N g o N g o N g o N g o,4
rLdwG,1-42139-A-38.wav,ドンドンドンドンドンドンドンドンドンドンドンドンド,d o N d o N d o N d o N d o N d o N d o N d o N d o N d o N d o N d o N d o,4
rLdwG,1-42139-A-38.wav,ガンゴンガンゴンガンゴンガンゴンガンゴンガンゴンガ,g a N g o N g a N g o N g a N g o N g a N g o N g a N g o N g a N g o N g a,5
VCyvl,1-42139-A-38.wav,ドンドンドンドン,d o N d o N d o N d o N,3
VCyvl,1-42139-A-38.wav,ダンドンダンドン,d a N d o N d a N d o N,3
VCyvl,1-42139-A-38.wav,デンドンダンドン,d e N d o N d a N d o N,3
SEOlZ,5-209698-A-38.wav,チッチッチッチッ,ch i q ch i q ch i q ch i q,3
SEOlZ,5-209698-A-38.wav,ウワーウワーウワー,u w a: u w a: u w a:,2
SEOlZ,5-209698-A-38.wav,リンリンリンリン,r i N r i N r i N r i N,1
rBFby,5-209698-A-38.wav,カチャカチャカチャ,k a ch a k a ch a k a ch a,5
rBFby,5-209698-A-38.wav,チクタクチクタク,ch i k u t a k u ch i k u t a k u,4
rBFby,5-209698-A-38.wav,コチコチコチコチ,k o ch i k o ch i k o ch i k o ch i,4
mXwwU,5-209698-A-38.wav,チョンチョン,ch o N ch o N,4
mXwwU,5-209698-A-38.wav,チャンチャン,ch a N ch a N,3
mXwwU,5-209698-A-38.wav,ユンユン,y u N y u N,2
DsRIk,5-209698-A-38.wav,カチカチカチ,k a ch i k a ch i k a ch i,3
DsRIk,5-209698-A-38.wav,コチコチコチコチ,k o ch i k o ch i k o ch i k o ch i,4
DsRIk,5-209698-A-38.wav,カッチカッチカッチ,k a q ch i k a q ch i k a q ch i,4
uVAlm,5-209698-A-38.wav,チッチッチッチッチッ,ch i q ch i q ch i q ch i q ch i q,4
uVAlm,5-209698-A-38.wav,チチチチチチチチ,ch i ch i ch i ch i ch i ch i ch i ch i,3
uVAlm,5-209698-A-38.wav,カチカチカチカチカチ,k a ch i k a ch i k a ch i k a ch i k a ch i,2
ZaWZk,3-51731-A-42.wav,キュイーオーキュイーオー,ky u i: o: ky u i: o:,5
ZaWZk,3-51731-A-42.wav,ピュイーオーピュイーオー,py u i: o: py u i: o:,5
ZaWZk,3-51731-A-42.wav,ピーポーピーポー,p i: p o: p i: p o:,4
IiUKK,3-51731-A-42.wav,ピーポーピーポーピーポー,p i: p o: p i: p o: p i: p o:,4
IiUKK,3-51731-A-42.wav,プーポープーポープーポー,p u: p o: p u: p o: p u: p o:,3
IiUKK,3-51731-A-42.wav,ピューポーピューポーピューポー,py u: p o: py u: p o: py u: p o:,3
BwBAD,3-51731-A-42.wav,ゴープーオープーオープーオー,g o: p u: o: p u: o: p u: o:,3
BwBAD,3-51731-A-42.wav,グォープーポープーポープーポー,g u o: p u: p o: p u: p o: p u: p o:,3
BwBAD,3-51731-A-42.wav,ガーファープーファープーファープー,g a: f a: p u: f a: p u: f a: p u:,3
LMcNf,3-51731-A-42.wav,ガファガファガファ,g a f a g a f a g a f a,2
LMcNf,3-51731-A-42.wav,ワファワファワファ,w a f a w a f a w a f a,2
LMcNf,3-51731-A-42.wav,ダファラファダファ,d a f a r a f a d a f a,2
CoIpt,3-51731-A-42.wav,ピーポーピーポーピーポーピー,p i: p o: p i: p o: p i: p o: p i:,5
CoIpt,3-51731-A-42.wav,リーローリーローリーローリー,r i: r o: r i: r o: r i: r o: r i:,4
CoIpt,3-51731-A-42.wav,フィーフォーフィーフォーフィーフォーフィー,f i: f o: f i: f o: f i: f o: f i:,5
pyfxo,2-117615-B-48.wav,タンッタタッタンータン,t a N q t a t a q t a N: t a N,5
pyfxo,2-117615-B-48.wav,カタンカタタンカタンカタ,k a t a N k a t a t a N k a t a N k a t a,4
pyfxo,2-117615-B-48.wav,パンパタタンパタッパタ,p a N p a t a t a N p a t a q p a t a,4
AoCLr,2-117615-B-48.wav,タンタタンタンッタン,t a N t a t a N t a N q t a N,3
AoCLr,2-117615-B-48.wav,トトン,t o t o N,2
AoCLr,2-117615-B-48.wav,ングタン,N g u t a N,1
pxskC,2-117615-B-48.wav,タンタタンタンータンタタンタン,t a N t a t a N t a N: t a N t a t a N t a N,3
pxskC,2-117615-B-48.wav,パンパパンパンーパンパパンパン,p a N p a p a N p a N: p a N p a p a N p a N,3
pxskC,2-117615-B-48.wav,カンカカンカンーカンカカンカン,k a N k a k a N k a N: k a N k a k a N k a N,2
ffUFe,2-117615-B-48.wav,バンパパンバッババッババン,b a N p a p a N b a q b a b a q b a b a N,3
ffUFe,2-117615-B-48.wav,ドバンパッパッパッパポポバン,d o b a N p a q p a q p a q p a p o p o b a N,4
ffUFe,2-117615-B-48.wav,ドッバッンドドンパッパッパッドン,d o q b a q N d o d o N p a q p a q p a q d o N,4
pBLzH,2-117615-B-48.wav,パッパパッパッパ,p a q p a p a q p a q p a,1
